ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2
1440;0,1256;-0,0354;-37478,1341;6109,9912;0,0000;default broker;4541,9754;0,0000;0,0000;740,4699;740,4699;-0,0000;COLDPOWER22;-37492,8293;0,0000;0,0000;-6112,3869;-6112,3869;-0,0000;IS3;-4527,2803;0,0000;0,0000;-738,0742;-738,0742;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1441;0,1341;-0,0382;-30669,3462;5054,4761;0,0000;default broker;3820,2562;0,0000;0,0000;629,5991;629,5991;-0,0000;COLDPOWER22;-30270,2871;0,0000;0,0000;-4988,7090;-4988,7090;-0,0000;IS3;-4219,3153;0,0000;0,0000;-695,3663;-695,3663;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1442;0,1341;-0,0394;-26701,5725;4292,9013;4292,9013;default broker;3866,8649;0,0000;0,0000;621,6888;621,6888;-0,0000;COLDPOWER22;-24397,9242;0,0000;0,0000;-3922,5361;-3922,5361;-0,0000;IS3;-6170,5132;0,0000;0,0000;-992,0541;-992,0541;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1443;0,1334;-0,0353;-27252,3703;4377,2173;4377,2173;default broker;3934,6990;0,0000;0,0000;631,9829;631,9829;-0,0000;COLDPOWER22;-25668,9490;0,0000;0,0000;-4122,8915;-4122,8915;-0,0000;IS3;-5518,1202;0,0000;0,0000;-886,3086;-886,3086;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1444;0,1213;-0,0369;-26501,8590;3916,4026;3916,4026;default broker;3994,6232;0,0000;0,0000;590,3191;590,3191;-0,0000;COLDPOWER22;-28774,0001;0,0000;0,0000;-4252,1760;-4252,1760;-0,0000;IS3;-1722,4822;0,0000;0,0000;-254,5457;-254,5457;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1445;0,1414;-0,0397;-35900,3449;6363,8983;0,0000;default broker;4509,7175;0,0000;0,0000;799,4181;799,4181;-0,0000;COLDPOWER22;-33925,4003;0,0000;0,0000;-6013,8085;-6013,8085;-0,0000;IS3;-6484,6621;0,0000;0,0000;-1149,5079;-1149,5079;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1446;0,1331;-0,0364;-25883,6455;4116,3692;4116,3692;default broker;4515,6615;0,0000;0,0000;718,1419;718,1419;-0,0000;COLDPOWER22;-26607,0481;0,0000;0,0000;-4231,4145;-4231,4145;-0,0000;IS3;-3792,2589;0,0000;0,0000;-603,0966;-603,0966;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1447;0,1474;-0,0431;-38925,1624;7253,2706;0,0000;default broker;4795,0831;0,0000;0,0000;893,5103;893,5103;-0,0000;COLDPOWER22;-33444,3063;0,0000;0,0000;-6231,9741;-6231,9741;-0,0000;IS3;-10275,9392;0,0000;0,0000;-1914,8068;-1914,8068;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1448;0,1529;-0,0366;-48239,9014;9703,7604;1238,3800;default broker;5297,3134;0,0000;0,0000;1065,5880;192,8888;-0,0000;COLDPOWER22;-39461,7830;0,0000;0,0000;-7937,9865;-1436,9052;-0,0000;IS3;-14075,4318;0,0000;0,0000;-2831,3619;-512,5227;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1449;0,2371;-0,0418;-33658,1477;9113,4177;9113,4177;default broker;5103,8835;0,0000;0,0000;1381,9484;1381,9484;-0,0000;COLDPOWER22;-37750,0446;0,0000;0,0000;-10221,3565;-10221,3565;-0,0000;IS3;-1011,9866;0,0000;0,0000;-274,0096;-274,0096;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1450;0,2461;-0,0406;-20778,6327;5545,0155;5545,0155;default broker;4953,7898;0,0000;0,0000;1321,9754;1321,9754;-0,0000;COLDPOWER22;-33479,4495;0,0000;0,0000;-8934,3735;-8934,3735;-0,0000;IS3;7747,0270;0,0000;0,0000;2067,3826;2067,3826;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1451;0,1475;-0,0362;-31080,0365;5549,1607;0,0000;default broker;4866,3560;0,0000;0,0000;868,8597;868,8597;-0,0000;COLDPOWER22;-36564,1651;0,0000;0,0000;-6528,3201;-6528,3201;-0,0000;IS3;617,7726;0,0000;0,0000;110,2997;110,2997;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1452;0,1455;-0,0351;-8613,1451;1327,0483;1327,0483;default broker;4964,1599;0,0000;0,0000;764,8402;764,8402;-0,0000;COLDPOWER22;-8965,4976;0,0000;0,0000;-1381,3361;-1381,3361;-0,0000;IS3;-4611,8075;0,0000;0,0000;-710,5524;-710,5524;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1453;0,1420;-0,0376;-31396,3450;5444,8709;0,0000;default broker;5502,6787;0,0000;0,0000;954,2950;954,2950;-0,0000;COLDPOWER22;-34011,8334;0,0000;0,0000;-5898,4586;-5898,4586;-0,0000;IS3;-2887,1902;0,0000;0,0000;-500,7073;-500,7073;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1454;0,1683;-0,0461;-37235,8747;7652,5737;2161,2391;default broker;5710,6523;0,0000;0,0000;1173,6313;417,6441;-0,0000;COLDPOWER22;-39194,3882;0,0000;0,0000;-8055,0799;-2866,4508;-0,0000;IS3;-3752,1388;0,0000;0,0000;-771,1251;-274,4097;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1455;0,1509;-0,0356;-40326,6326;7709,9749;0,0000;default broker;6343,3989;0,0000;0,0000;1212,7828;1212,7828;-0,0000;COLDPOWER22;-49452,2432;0,0000;0,0000;-9454,6836;-9454,6836;-0,0000;IS3;2782,2117;0,0000;0,0000;531,9259;531,9259;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1456;0,1413;-0,0369;-37046,6900;6607,1317;0,0000;default broker;6237,2516;0,0000;0,0000;1112,3893;1112,3893;-0,0000;COLDPOWER22;-44619,5573;0,0000;0,0000;-7957,7229;-7957,7229;-0,0000;IS3;1335,6157;0,0000;0,0000;238,2018;238,2018;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1457;0,1853;-0,0369;-16465,3980;3322,2328;1366,1024;default broker;5904,2873;0,0000;0,0000;1191,3114;536,9424;-0,0000;COLDPOWER22;-17404,9339;0,0000;0,0000;-3511,8035;-1582,8239;-0,0000;IS3;-4964,7514;0,0000;0,0000;-1001,7407;-451,5000;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1458;0,2071;-0,0390;-62487,4985;16842,7651;16842,7651;default broker;5407,9167;0,0000;0,0000;1457,6399;1457,6399;-0,0000;COLDPOWER22;-62888,0967;0,0000;0,0000;-16950,7416;-16950,7416;-0,0000;IS3;-5007,3186;0,0000;0,0000;-1349,6634;-1349,6634;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1459;0,2873;-0,0405;-67812,0198;24078,5989;24078,5989;default broker;5231,0616;0,0000;0,0000;1857,4382;1857,4382;-0,0000;COLDPOWER22;-68625,1352;0,0000;0,0000;-24367,3188;-24367,3188;-0,0000;IS3;-4417,9461;0,0000;0,0000;-1568,7182;-1568,7182;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1460;0,1860;-0,0352;-8490,5299;1651,3007;0,0000;default broker;5523,0910;0,0000;0,0000;1074,1713;1074,1713;-0,0000;COLDPOWER22;-10552,6229;0,0000;0,0000;-2052,3517;-2052,3517;-0,0000;IS3;-3460,9981;0,0000;0,0000;-673,1203;-673,1203;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1461;0,1634;-0,0351;-2557,0785;424,3631;424,3631;default broker;5012,1406;0,0000;0,0000;831,7959;831,7959;-0,0000;COLDPOWER22;-4788,2752;0,0000;0,0000;-794,6440;-794,6440;-0,0000;IS3;-2780,9438;0,0000;0,0000;-461,5149;-461,5149;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1462;0,1381;-0,0358;-32180,0516;5480,9237;0,0000;default broker;4720,0557;0,0000;0,0000;803,9224;803,9224;-0,0000;COLDPOWER22;-30149,4789;0,0000;0,0000;-5135,0755;-5135,0755;-0,0000;IS3;-6750,6284;0,0000;0,0000;-1149,7707;-1149,7707;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1463;0,1331;-0,0356;-9294,6198;1323,3857;1323,3857;default broker;4479,2228;0,0000;0,0000;637,7603;637,7603;-0,0000;COLDPOWER22;-7300,7254;0,0000;0,0000;-1039,4912;-1039,4912;-0,0000;IS3;-6473,1173;0,0000;0,0000;-921,6548;-921,6548;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1464;0,1331;-0,0376;-18743,4451;2846,4021;2846,4021;default broker;4310,9709;0,0000;0,0000;654,6692;654,6692;-0,0000;COLDPOWER22;-21796,1330;0,0000;0,0000;-3309,9870;-3309,9870;-0,0000;IS3;-1258,2830;0,0000;0,0000;-191,0844;-191,0844;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1465;0,1184;-0,0357;-958,1698;114,3199;114,3199;default broker;3602,8642;0,0000;0,0000;429,8602;429,8602;-0,0000;COLDPOWER22;-3821,8027;0,0000;0,0000;-455,9819;-455,9819;-0,0000;IS3;-739,2312;0,0000;0,0000;-88,1982;-88,1982;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1466;0,1123;-0,0365;-1552,5339;176,7054;176,7054;default broker;3759,8926;0,0000;0,0000;427,9412;427,9412;-0,0000;COLDPOWER22;-4343,0272;0,0000;0,0000;-494,3121;-494,3121;-0,0000;IS3;-969,3993;0,0000;0,0000;-110,3345;-110,3345;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1467;0,1176;-0,0368;-9511,9320;1208,8052;1208,8052;default broker;3725,5311;0,0000;0,0000;473,4518;473,4518;-0,0000;COLDPOWER22;-7325,9245;0,0000;0,0000;-931,0007;-931,0007;-0,0000;IS3;-5911,5387;0,0000;0,0000;-751,2563;-751,2563;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1468;0,1154;-0,0354;-34446,3697;5160,1143;5160,1143;default broker;3709,8073;0,0000;0,0000;555,7343;555,7343;-0,0000;COLDPOWER22;-32351,4312;0,0000;0,0000;-4846,2896;-4846,2896;-0,0000;IS3;-5804,7458;0,0000;0,0000;-869,5590;-869,5590;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1469;0,1290;-0,0375;-38085,9325;6363,2904;0,0000;default broker;4272,7982;0,0000;0,0000;713,8871;713,8871;-0,0000;COLDPOWER22;-35988,5809;0,0000;0,0000;-6012,8708;-6012,8708;-0,0000;IS3;-6370,1498;0,0000;0,0000;-1064,3067;-1064,3067;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1470;0,1240;-0,0352;3390,5327;107,8920;107,8920;default broker;4387,6143;0,0000;0,0000;-139,6207;139,6207;-0,0000;COLDPOWER22;-4958,5743;0,0000;0,0000;157,7895;-157,7895;-0,0000;IS3;3961,4927;0,0000;0,0000;-126,0608;126,0608;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1471;0,1414;-0,0353;-1585,2085;226,5904;226,5904;default broker;4886,5292;0,0000;0,0000;698,4827;698,4827;-0,0000;COLDPOWER22;-5039,8548;0,0000;0,0000;-720,3991;-720,3991;-0,0000;IS3;-1431,8829;0,0000;0,0000;-204,6740;-204,6740;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1472;0,1500;-0,0384;-24310,3759;4236,6652;0,0000;default broker;5040,5449;0,0000;0,0000;878,4357;878,4357;-0,0000;COLDPOWER22;-30261,2762;0,0000;0,0000;-5273,7521;-5273,7521;-0,0000;IS3;910,3553;0,0000;0,0000;158,6512;158,6512;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1473;0,1731;-0,0386;-20107,2616;3884,6736;0,0000;default broker;5099,5854;0,0000;0,0000;985,2274;985,2274;-0,0000;COLDPOWER22;-28760,7231;0,0000;0,0000;-5556,5012;-5556,5012;-0,0000;IS3;3553,8761;0,0000;0,0000;686,6001;686,6001;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1474;0,1388;-0,0354;22228,5115;293,1662;293,1662;default broker;4934,0870;0,0000;0,0000;-65,0744;65,0744;-0,0000;COLDPOWER22;7415,2226;0,0000;0,0000;-97,7975;97,7975;-0,0000;IS3;9879,2019;0,0000;0,0000;-130,2943;130,2943;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1475;0,1409;-0,0357;-6496,7162;957,5870;957,5870;default broker;4657,7939;0,0000;0,0000;686,5381;686,5381;-0,0000;COLDPOWER22;-16939,5199;0,0000;0,0000;-2496,8098;-2496,8098;-0,0000;IS3;5785,0097;0,0000;0,0000;852,6847;852,6847;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1476;0,1377;-0,0355;-9476,5575;1394,5154;1394,5154;default broker;5012,1071;0,0000;0,0000;737,5527;737,5527;-0,0000;COLDPOWER22;-1008,0140;0,0000;0,0000;-148,3335;-148,3335;-0,0000;IS3;-13480,6507;0,0000;0,0000;-1983,7347;-1983,7347;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1477;0,1374;-0,0353;-6874,1153;991,4656;991,4656;default broker;5500,7653;0,0000;0,0000;793,3849;793,3849;-0,0000;COLDPOWER22;-24281,9642;0,0000;0,0000;-3502,2299;-3502,2299;-0,0000;IS3;11907,0836;0,0000;0,0000;1717,3794;1717,3794;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1478;0,1291;-0,0357;12494,7771;290,4525;290,4525;default broker;5486,3653;0,0000;0,0000;-127,5356;127,5356;-0,0000;COLDPOWER22;-1389,4177;0,0000;0,0000;32,2983;-32,2983;-0,0000;IS3;8397,8295;0,0000;0,0000;-195,2152;195,2152;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1479;0,1358;-0,0352;-39112,7070;6843,1845;0,0000;default broker;6350,6174;0,0000;0,0000;1111,1081;1111,1081;-0,0000;COLDPOWER22;-45655,2512;0,0000;0,0000;-7987,8722;-7987,8722;-0,0000;IS3;191,9267;0,0000;0,0000;33,5796;33,5796;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1480;0,1494;-0,0353;-37838,4667;7083,5682;0,0000;default broker;6414,0230;0,0000;0,0000;1200,7402;1200,7402;-0,0000;COLDPOWER22;-42278,7111;0,0000;0,0000;-7914,8063;-7914,8063;-0,0000;IS3;-1973,7786;0,0000;0,0000;-369,5022;-369,5022;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1481;0,1437;-0,0353;-52268,6689;10240,8128;181,5088;default broker;6066,0641;0,0000;0,0000;1188,5022;32,1052;-0,0000;COLDPOWER22;-58972,7609;0,0000;0,0000;-11554,3215;-312,1191;-0,0000;IS3;638,0279;0,0000;0,0000;125,0065;3,3768;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1482;0,1389;-0,0351;-85,4500;11,8756;11,8756;default broker;5138,2450;0,0000;0,0000;714,0960;714,0960;-0,0000;COLDPOWER22;-6764,3544;0,0000;0,0000;-940,0872;-940,0872;-0,0000;IS3;1540,6593;0,0000;0,0000;214,1156;214,1156;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1483;0,1448;-0,0358;6538,2111;191,5116;191,5116;default broker;5018,8885;0,0000;0,0000;-147,0089;147,0089;-0,0000;COLDPOWER22;-151,6042;0,0000;0,0000;4,4407;-4,4407;-0,0000;IS3;1670,9268;0,0000;0,0000;-48,9433;48,9433;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1484;0,1317;-0,0361;10120,3934;263,3169;263,3169;default broker;5160,8264;0,0000;0,0000;-134,2767;134,2767;-0,0000;COLDPOWER22;1807,9331;0,0000;0,0000;-47,0396;47,0396;-0,0000;IS3;3151,6339;0,0000;0,0000;-82,0006;82,0006;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1485;0,1424;-0,0350;11486,2752;270,2677;270,2677;default broker;4738,5649;0,0000;0,0000;-111,4966;111,4966;-0,0000;COLDPOWER22;3038,1635;0,0000;0,0000;-71,4868;71,4868;-0,0000;IS3;3709,5468;0,0000;0,0000;-87,2842;87,2842;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1486;0,1301;-0,0357;5823,4574;173,9904;173,9904;default broker;4624,2059;0,0000;0,0000;-138,1597;138,1597;-0,0000;COLDPOWER22;-2379,6057;0,0000;0,0000;71,0967;-71,0967;-0,0000;IS3;3578,8571;0,0000;0,0000;-106,9273;106,9273;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1487;0,1117;-0,0353;7301,8813;204,5669;204,5669;default broker;4534,0371;0,0000;0,0000;-127,0240;127,0240;-0,0000;COLDPOWER22;-570,9341;0,0000;0,0000;15,9951;-15,9951;-0,0000;IS3;3338,7782;0,0000;0,0000;-93,5380;93,5380;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1488;0,1065;-0,0361;6345,8076;188,6197;188,6197;default broker;4170,2523;0,0000;0,0000;-123,9546;123,9546;-0,0000;COLDPOWER22;-797,4376;0,0000;0,0000;23,7027;-23,7027;-0,0000;IS3;2972,9929;0,0000;0,0000;-88,3678;88,3678;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1489;0,1018;-0,0353;1932,0768;64,3969;64,3969;default broker;3759,9009;0,0000;0,0000;-125,3191;125,3191;-0,0000;COLDPOWER22;-1550,4401;0,0000;0,0000;51,6768;-51,6768;-0,0000;IS3;-277,3840;0,0000;0,0000;9,2453;-9,2453;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1490;0,1063;-0,0357;551,1551;19,3493;19,3493;default broker;3910,9422;0,0000;0,0000;-137,3010;137,3010;-0,0000;COLDPOWER22;-2387,8094;0,0000;0,0000;83,8285;-83,8285;-0,0000;IS3;-971,9778;0,0000;0,0000;34,1231;-34,1231;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1491;0,1152;-0,0356;-760,5043;88,2170;88,2170;default broker;3994,8221;0,0000;0,0000;463,3913;463,3913;-0,0000;COLDPOWER22;-2156,1796;0,0000;0,0000;-250,1125;-250,1125;-0,0000;IS3;-2599,1468;0,0000;0,0000;-301,4958;-301,4958;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1492;0,1194;-0,0371;-31042,2311;4670,0596;4670,0596;default broker;3920,7102;0,0000;0,0000;589,8400;589,8400;-0,0000;COLDPOWER22;-32387,2389;0,0000;0,0000;-4872,4054;-4872,4054;-0,0000;IS3;-2575,7024;0,0000;0,0000;-387,4942;-387,4942;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1493;0,1161;-0,0352;-1305,8538;153,3023;153,3023;default broker;4309,7176;0,0000;0,0000;505,9447;505,9447;-0,0000;COLDPOWER22;2172,8417;0,0000;0,0000;255,0835;255,0835;-0,0000;IS3;-7788,4131;0,0000;0,0000;-914,3305;-914,3305;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1494;0,1350;-0,0351;-33958,3698;5736,9865;0,0000;default broker;4433,2727;0,0000;0,0000;748,9649;748,9649;-0,0000;COLDPOWER22;-29469,8100;0,0000;0,0000;-4978,6814;-4978,6814;-0,0000;IS3;-8921,8325;0,0000;0,0000;-1507,2700;-1507,2700;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1495;0,1330;-0,0356;-4608,0923;634,0217;634,0217;default broker;5047,2935;0,0000;0,0000;694,4509;694,4509;-0,0000;COLDPOWER22;-1291,3830;0,0000;0,0000;-177,6798;-177,6798;-0,0000;IS3;-8364,0028;0,0000;0,0000;-1150,7928;-1150,7928;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1496;0,1306;-0,0362;5083,8438;157,9558;157,9558;default broker;5500,0219;0,0000;0,0000;-170,8865;170,8865;-0,0000;COLDPOWER22;3022,4310;0,0000;0,0000;-93,9074;93,9074;-0,0000;IS3;-3438,6092;0,0000;0,0000;106,8381;-106,8381;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1497;0,1419;-0,0352;-834,9002;119,1958;119,1958;default broker;5130,0118;0,0000;0,0000;732,3940;732,3940;-0,0000;COLDPOWER22;-986,9025;0,0000;0,0000;-140,8966;-140,8966;-0,0000;IS3;-4978,0095;0,0000;0,0000;-710,6932;-710,6932;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1498;0,1435;-0,0354;20696,3063;304,5852;304,5852;default broker;5218,6046;0,0000;0,0000;-76,8016;76,8016;-0,0000;COLDPOWER22;1504,6544;0,0000;0,0000;-22,1438;22,1438;-0,0000;IS3;13973,0474;0,0000;0,0000;-205,6398;205,6398;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1499;0,1354;-0,0352;-5870,1173;829,1821;829,1821;default broker;5215,4411;0,0000;0,0000;736,7059;736,7059;-0,0000;COLDPOWER22;-15916,4114;0,0000;0,0000;-2248,2690;-2248,2690;-0,0000;IS3;4830,8530;0,0000;0,0000;682,3810;682,3810;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1500;0,1351;-0,0366;-17540,8344;2677,1151;2677,1151;default broker;5151,8062;0,0000;0,0000;786,2783;786,2783;-0,0000;COLDPOWER22;-25493,0883;0,0000;0,0000;-3890,8030;-3890,8030;-0,0000;IS3;2800,4477;0,0000;0,0000;427,4096;427,4096;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1501;0,1378;-0,0354;-17713,8476;2755,1499;2755,1499;default broker;5618,4488;0,0000;0,0000;873,8739;873,8739;-0,0000;COLDPOWER22;-27399,5653;0,0000;0,0000;-4261,6325;-4261,6325;-0,0000;IS3;4067,2690;0,0000;0,0000;632,6088;632,6088;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1502;0,1821;-0,0360;-35807,3917;7802,9785;4993,5945;default broker;5906,8033;0,0000;0,0000;1287,1828;921,2128;-0,0000;COLDPOWER22;-43383,0631;0,0000;0,0000;-9453,8332;-6765,9328;-0,0000;IS3;1668,8681;0,0000;0,0000;363,6719;260,2732;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1503;0,1405;-0,0356;-43706,0733;8051,9803;0,0000;default broker;6737,0477;0,0000;0,0000;1241,1679;1241,1679;-0,0000;COLDPOWER22;-56655,5574;0,0000;0,0000;-10437,6668;-10437,6668;-0,0000;IS3;6212,4364;0,0000;0,0000;1144,5186;1144,5186;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1504;0,1379;-0,0360;-45203,9872;8278,9633;0,0000;default broker;6705,1667;0,0000;0,0000;1228,0295;1228,0295;-0,0000;COLDPOWER22;-52985,5847;0,0000;0,0000;-9704,1376;-9704,1376;-0,0000;IS3;1076,4308;0,0000;0,0000;197,1448;197,1448;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1505;0,1326;-0,0367;-6712,2745;935,2091;935,2091;default broker;6077,2304;0,0000;0,0000;846,7296;846,7296;-0,0000;COLDPOWER22;-11094,7369;0,0000;0,0000;-1545,8097;-1545,8097;-0,0000;IS3;-1694,7679;0,0000;0,0000;-236,1290;-236,1290;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1506;0,1354;-0,0353;-6962,5291;991,3427;991,3427;default broker;5554,7990;0,0000;0,0000;790,9065;790,9065;-0,0000;COLDPOWER22;-13045,8001;0,0000;0,0000;-1857,4944;-1857,4944;-0,0000;IS3;528,4720;0,0000;0,0000;75,2452;75,2452;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1507;0,1423;-0,0353;-1111,3857;159,3307;159,3307;default broker;5519,7717;0,0000;0,0000;791,3266;791,3266;-0,0000;COLDPOWER22;-6575,1009;0,0000;0,0000;-942,6209;-942,6209;-0,0000;IS3;-56,0565;0,0000;0,0000;-8,0364;-8,0364;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1508;0,1461;-0,0353;936,6200;32,1503;32,1503;default broker;5354,0550;0,0000;0,0000;-183,7827;183,7827;-0,0000;COLDPOWER22;-6092,3753;0,0000;0,0000;209,1261;-209,1261;-0,0000;IS3;1674,9403;0,0000;0,0000;-57,4938;57,4938;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1509;0,1426;-0,0409;-38582,9325;6990,3866;0,0000;default broker;4589,5001;0,0000;0,0000;831,5174;831,5174;-0,0000;COLDPOWER22;-45741,0448;0,0000;0,0000;-8287,2806;-8287,2806;-0,0000;IS3;2568,6123;0,0000;0,0000;465,3766;465,3766;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1510;0,1252;-0,0355;-68,1906;8,5401;8,5401;default broker;4874,2045;0,0000;0,0000;610,4376;610,4376;-0,0000;COLDPOWER22;-7701,7309;0,0000;0,0000;-964,5525;-964,5525;-0,0000;IS3;2759,3357;0,0000;0,0000;345,5748;345,5748;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1511;0,1110;-0,0352;-2471,5110;280,4168;280,4168;default broker;4930,0488;0,0000;0,0000;559,3617;559,3617;-0,0000;COLDPOWER22;-9749,1148;0,0000;0,0000;-1106,1314;-1106,1314;-0,0000;IS3;2347,5550;0,0000;0,0000;266,3528;266,3528;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
