ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2
1473;0,1413;-0,0529;25467,8611;699,0624;699,0624;default broker;8544,9095;0,0000;0,0000;-234,5476;234,5476;-0,0000;Mertacor22;-9862,6216;0,0000;0,0000;270,7172;-270,7172;-0,0000;IS3;26785,5731;0,0000;0,0000;-735,2320;735,2320;-0,0000
1474;0,1238;-0,0360;34202,6840;61,4726;61,4726;default broker;7929,3064;0,0000;0,0000;-14,2514;14,2514;-0,0000;Mertacor22;-345,8149;0,0000;0,0000;0,6215;-0,6215;-0,0000;IS3;26619,1924;0,0000;0,0000;-47,8428;47,8428;-0,0000
1475;0,1353;-0,0525;10187,3208;431,0528;431,0528;default broker;5897,2582;0,0000;0,0000;-249,5288;249,5288;-0,0000;Mertacor22;-14985,6363;0,0000;0,0000;634,0824;-634,0824;-0,0000;IS3;19275,6990;0,0000;0,0000;-815,6065;815,6065;-0,0000
1476;0,1328;-0,0567;21966,2111;762,2660;762,2660;default broker;6988,6545;0,0000;0,0000;-242,5185;242,5185;-0,0000;Mertacor22;-2418,1525;0,0000;0,0000;83,9141;-83,9141;-0,0000;IS3;17395,7091;0,0000;0,0000;-603,6616;603,6616;-0,0000
1477;0,1258;-0,0535;18565,9884;649,4239;649,4239;default broker;6195,2603;0,0000;0,0000;-216,7054;216,7054;-0,0000;Mertacor22;1227,7973;0,0000;0,0000;-42,9474;42,9474;-0,0000;IS3;11142,9308;0,0000;0,0000;-389,7711;389,7711;-0,0000
1478;0,1328;-0,0354;32847,2910;82,2468;82,2468;default broker;12039,4074;0,0000;0,0000;-30,1456;30,1456;-0,0000;Mertacor22;-5699,2884;0,0000;0,0000;14,2705;-14,2705;-0,0000;IS3;26507,1721;0,0000;0,0000;-66,3717;66,3717;-0,0000
1479;0,1212;-0,0352;21269,6459;296,2373;296,2373;default broker;11146,1851;0,0000;0,0000;-155,2407;155,2407;-0,0000;Mertacor22;-4846,9777;0,0000;0,0000;67,5073;-67,5073;-0,0000;IS3;14970,4385;0,0000;0,0000;-208,5038;208,5038;-0,0000
1480;0,1427;-0,0377;8102,6115;239,9244;239,9244;default broker;12354,6990;0,0000;0,0000;-365,8318;365,8318;-0,0000;Mertacor22;-12353,2923;0,0000;0,0000;365,7902;-365,7902;-0,0000;IS3;8101,2048;0,0000;0,0000;-239,8827;239,8827;-0,0000
1481;0,1203;-0,0536;1484,4545;77,3503;77,3503;default broker;14173,9698;0,0000;0,0000;-738,5615;738,5615;-0,0000;Mertacor22;-18551,9555;0,0000;0,0000;966,6847;-966,6847;-0,0000;IS3;5862,4402;0,0000;0,0000;-305,4735;305,4735;-0,0000
1482;0,1093;-0,0503;3789,8829;176,1700;176,1700;default broker;15093,6792;0,0000;0,0000;-701,6189;701,6189;-0,0000;Mertacor22;-14325,9059;0,0000;0,0000;665,9295;-665,9295;-0,0000;IS3;3022,1095;0,0000;0,0000;-140,4806;140,4806;-0,0000
1483;0,1217;-0,0537;8789,8460;394,4547;394,4547;default broker;16212,1455;0,0000;0,0000;-727,5392;727,5392;-0,0000;Mertacor22;-10441,7169;0,0000;0,0000;468,5844;-468,5844;-0,0000;IS3;3019,4175;0,0000;0,0000;-135,4999;135,4999;-0,0000
1484;0,1257;-0,0538;13581,4748;545,6788;545,6788;default broker;17138,5935;0,0000;0,0000;-688,5974;688,5974;-0,0000;Mertacor22;-5115,3790;0,0000;0,0000;205,5266;-205,5266;-0,0000;IS3;1558,2602;0,0000;0,0000;-62,6080;62,6080;-0,0000
1485;0,1158;-0,0506;16483,5771;561,5554;561,5554;default broker;17217,3117;0,0000;0,0000;-586,5519;586,5519;-0,0000;Mertacor22;-3651,1458;0,0000;0,0000;124,3857;-124,3857;-0,0000;IS3;2917,4111;0,0000;0,0000;-99,3891;99,3891;-0,0000
1486;0,1033;-0,0474;15587,0757;495,8324;495,8324;default broker;16883,5833;0,0000;0,0000;-537,0750;537,0750;-0,0000;Mertacor22;1525,7881;0,0000;0,0000;-48,5361;48,5361;-0,0000;IS3;-2822,2957;0,0000;0,0000;89,7786;-89,7786;-0,0000
1487;0,0949;-0,0462;18760,6755;513,9462;513,9462;default broker;16639,6326;0,0000;0,0000;-455,8405;455,8405;-0,0000;Mertacor22;-25,1917;0,0000;0,0000;0,6901;-0,6901;-0,0000;IS3;2146,2346;0,0000;0,0000;-58,7958;58,7958;-0,0000
1488;0,1060;-0,0443;14763,2627;436,2036;436,2036;default broker;15752,8163;0,0000;0,0000;-465,4415;465,4415;-0,0000;Mertacor22;-3195,7061;0,0000;0,0000;94,4221;-94,4221;-0,0000;IS3;2206,1525;0,0000;0,0000;-65,1842;65,1842;-0,0000
1489;0,0988;-0,0486;13713,7882;478,3051;478,3051;default broker;14922,4217;0,0000;0,0000;-520,4594;520,4594;-0,0000;Mertacor22;802,0292;0,0000;0,0000;-27,9729;27,9729;-0,0000;IS3;-2010,6628;0,0000;0,0000;70,1272;-70,1272;-0,0000
1490;0,0954;-0,0442;12525,2762;397,0957;397,0957;default broker;13978,5724;0,0000;0,0000;-443,1704;443,1704;-0,0000;Mertacor22;769,6057;0,0000;0,0000;-24,3992;24,3992;-0,0000;IS3;-2222,9019;0,0000;0,0000;70,4739;-70,4739;-0,0000
1491;0,0964;-0,0372;15323,8266;334,5935;334,5935;default broker;13323,8080;0,0000;0,0000;-290,9234;290,9234;-0,0000;Mertacor22;-610,0791;0,0000;0,0000;13,3210;-13,3210;-0,0000;IS3;2610,0977;0,0000;0,0000;-56,9911;56,9911;-0,0000
1492;0,0940;-0,0405;7522,2637;248,0222;248,0222;default broker;12475,0994;0,0000;0,0000;-411,3258;411,3258;-0,0000;Mertacor22;-7571,1842;0,0000;0,0000;249,6351;-249,6351;-0,0000;IS3;2618,3485;0,0000;0,0000;-86,3315;86,3315;-0,0000
1493;0,1077;-0,0474;-416,3370;45,0201;45,0201;default broker;10922,1299;0,0000;0,0000;1181,0507;1181,0507;-0,0000;Mertacor22;-11338,4669;0,0000;0,0000;-1226,0708;-1226,0708;-0,0000;IS3;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
1494;0,1167;-0,0364;16242,7669;327,5882;327,5882;default broker;9120,5989;0,0000;0,0000;-183,9465;183,9465;-0,0000;Mertacor22;904,1060;0,0000;0,0000;-18,2342;18,2342;-0,0000;IS3;6218,0620;0,0000;0,0000;-125,4074;125,4074;-0,0000
1495;0,1092;-0,0360;-1404,5601;155,4097;155,4097;default broker;6635,5953;0,0000;0,0000;734,2057;734,2057;-0,0000;Mertacor22;-14230,5802;0,0000;0,0000;-1574,5645;-1574,5645;-0,0000;IS3;6190,4248;0,0000;0,0000;684,9491;684,9491;-0,0000
1496;0,1116;-0,0368;20918,2549;332,4975;332,4975;default broker;6467,7365;0,0000;0,0000;-102,8052;102,8052;-0,0000;Mertacor22;-8386,4039;0,0000;0,0000;133,3026;-133,3026;-0,0000;IS3;22836,9223;0,0000;0,0000;-362,9949;362,9949;-0,0000
1497;0,1186;-0,0364;15779,9094;324,8460;324,8460;default broker;6004,2261;0,0000;0,0000;-123,6033;123,6033;-0,0000;Mertacor22;-12477,6349;0,0000;0,0000;256,8652;-256,8652;-0,0000;IS3;22253,3182;0,0000;0,0000;-458,1079;458,1079;-0,0000
1498;0,1383;-0,0359;16341,7574;319,6847;319,6847;default broker;4820,4660;0,0000;0,0000;-94,3001;94,3001;-0,0000;Mertacor22;-8748,6107;0,0000;0,0000;171,1442;-171,1442;-0,0000;IS3;20269,9021;0,0000;0,0000;-396,5288;396,5288;-0,0000
1499;0,1342;-0,0358;38351,1584;-97,8782;-97,8782;default broker;7077,2428;0,0000;0,0000;18,0622;-18,0622;-0,0000;Mertacor22;-1508,7652;0,0000;0,0000;-3,8506;3,8506;-0,0000;IS3;32782,6808;0,0000;0,0000;83,6665;-83,6665;-0,0000
1500;0,1070;-0,0406;38233,0342;89,2753;89,2753;default broker;7968,4054;0,0000;0,0000;-18,6065;18,6065;-0,0000;Mertacor22;-1281,5119;0,0000;0,0000;2,9924;-2,9924;-0,0000;IS3;31546,1407;0,0000;0,0000;-73,6612;73,6612;-0,0000
1501;0,1109;-0,0383;37237,0066;37,8322;37,8322;default broker;8139,4780;0,0000;0,0000;-8,2696;8,2696;-0,0000;Mertacor22;1005,5664;0,0000;0,0000;-1,0216;1,0216;-0,0000;IS3;28091,9623;0,0000;0,0000;-28,5410;28,5410;-0,0000
1502;0,1199;-0,0375;23732,4611;326,8056;326,8056;default broker;8865,8041;0,0000;0,0000;-122,0857;122,0857;-0,0000;Mertacor22;-7186,6836;0,0000;0,0000;98,9635;-98,9635;-0,0000;IS3;22053,3407;0,0000;0,0000;-303,6834;303,6834;-0,0000
1503;0,1253;-0,0417;8007,3004;270,0739;270,0739;default broker;9036,1183;0,0000;0,0000;-304,7744;304,7744;-0,0000;Mertacor22;-7822,0700;0,0000;0,0000;263,8264;-263,8264;-0,0000;IS3;6793,2521;0,0000;0,0000;-229,1259;229,1259;-0,0000
1504;0,1064;-0,0373;12204,5680;306,3742;306,3742;default broker;11797,3120;0,0000;0,0000;-296,1508;296,1508;-0,0000;Mertacor22;-3814,0963;0,0000;0,0000;95,7462;-95,7462;-0,0000;IS3;4221,3523;0,0000;0,0000;-105,9696;105,9696;-0,0000
1505;0,1224;-0,0381;-4631,3538;588,4805;588,4805;default broker;13936,2920;0,0000;0,0000;1770,8076;1770,8076;-0,0000;Mertacor22;-21987,5387;0,0000;0,0000;-2793,8350;-2793,8350;-0,0000;IS3;3419,8930;0,0000;0,0000;434,5469;434,5469;-0,0000
1506;0,1275;-0,0421;5643,5490;205,7172;205,7172;default broker;15321,5215;0,0000;0,0000;-558,4962;558,4962;-0,0000;Mertacor22;-12242,2350;0,0000;0,0000;446,2508;-446,2508;-0,0000;IS3;2564,2625;0,0000;0,0000;-93,4718;93,4718;-0,0000
1507;0,1212;-0,0434;10016,4250;334,0654;334,0654;default broker;16276,0353;0,0000;0,0000;-542,8344;542,8344;-0,0000;Mertacor22;-6371,1007;0,0000;0,0000;212,4874;-212,4874;-0,0000;IS3;111,4905;0,0000;0,0000;-3,7184;3,7184;-0,0000
1508;0,1310;-0,0449;4020,7959;164,4372;164,4372;default broker;16635,2550;0,0000;0,0000;-680,3265;680,3265;-0,0000;Mertacor22;-14142,0177;0,0000;0,0000;578,3614;-578,3614;-0,0000;IS3;1527,5586;0,0000;0,0000;-62,4721;62,4721;-0,0000
1509;0,1177;-0,0453;15016,4839;454,2121;454,2121;default broker;17006,1090;0,0000;0,0000;-514,3934;514,3934;-0,0000;Mertacor22;-5315,6237;0,0000;0,0000;160,7847;-160,7847;-0,0000;IS3;3325,9986;0,0000;0,0000;-100,6034;100,6034;-0,0000
1510;0,1205;-0,0503;15990,7332;549,3106;549,3106;default broker;16657,2285;0,0000;0,0000;-572,2059;572,2059;-0,0000;Mertacor22;-4233,3544;0,0000;0,0000;145,4234;-145,4234;-0,0000;IS3;3566,8591;0,0000;0,0000;-122,5281;122,5281;-0,0000
1511;0,1172;-0,0508;18816,3821;602,1966;602,1966;default broker;16125,6805;0,0000;0,0000;-516,0838;516,0838;-0,0000;Mertacor22;-922,8935;0,0000;0,0000;29,5361;-29,5361;-0,0000;IS3;3613,5950;0,0000;0,0000;-115,6489;115,6489;-0,0000
1512;0,1143;-0,0475;17203,7227;521,7470;521,7470;default broker;15547,3990;0,0000;0,0000;-471,5147;471,5147;-0,0000;Mertacor22;149,5761;0,0000;0,0000;-4,5363;4,5363;-0,0000;IS3;1506,7477;0,0000;0,0000;-45,6960;45,6960;-0,0000
1513;0,1144;-0,0475;13522,6814;459,0670;459,0670;default broker;14434,8410;0,0000;0,0000;-490,0329;490,0329;-0,0000;Mertacor22;2285,3463;0,0000;0,0000;-77,5828;77,5828;-0,0000;IS3;-3197,5059;0,0000;0,0000;108,5487;-108,5487;-0,0000
1514;0,1466;-0,0507;20184,2232;614,9631;614,9631;default broker;13976,6118;0,0000;0,0000;-425,8326;425,8326;-0,0000;Mertacor22;4352,7641;0,0000;0,0000;-132,6179;132,6179;-0,0000;IS3;1854,8473;0,0000;0,0000;-56,5126;56,5126;-0,0000
1515;0,1167;-0,0476;12846,7366;446,3503;446,3503;default broker;13186,9649;0,0000;0,0000;-458,1713;458,1713;-0,0000;Mertacor22;-354,7192;0,0000;0,0000;12,3245;-12,3245;-0,0000;IS3;14,4909;0,0000;0,0000;-0,5035;0,5035;-0,0000
1516;0,1246;-0,0477;8979,7306;347,5727;347,5727;default broker;12316,8508;0,0000;0,0000;-476,7405;476,7405;-0,0000;Mertacor22;-3501,4102;0,0000;0,0000;135,5269;-135,5269;-0,0000;IS3;164,2900;0,0000;0,0000;-6,3591;6,3591;-0,0000
1517;0,1193;-0,0475;2870,2554;128,1435;128,1435;default broker;10997,0738;0,0000;0,0000;-490,9679;490,9679;-0,0000;Mertacor22;-5959,8124;0,0000;0,0000;266,0778;-266,0778;-0,0000;IS3;-2167,0059;0,0000;0,0000;96,7467;-96,7467;-0,0000
1518;0,1172;-0,0476;12307,3037;434,4324;434,4324;default broker;8833,3068;0,0000;0,0000;-311,8047;311,8047;-0,0000;Mertacor22;1620,8843;0,0000;0,0000;-57,2152;57,2152;-0,0000;IS3;1853,1126;0,0000;0,0000;-65,4126;65,4126;-0,0000
1519;0,1721;-0,0521;-15728,1101;2954,5968;2954,5968;default broker;6076,0613;0,0000;0,0000;1141,4157;1141,4157;-0,0000;Mertacor22;-31739,1401;0,0000;0,0000;-5962,3413;-5962,3413;-0,0000;IS3;9934,9686;0,0000;0,0000;1866,3289;1866,3289;-0,0000
1520;0,1350;-0,0538;15483,6816;593,6639;593,6639;default broker;4097,2849;0,0000;0,0000;-157,0951;157,0951;-0,0000;Mertacor22;-5976,0995;0,0000;0,0000;229,1312;-229,1312;-0,0000;IS3;17362,4963;0,0000;0,0000;-665,7000;665,7000;-0,0000
1521;0,2500;-0,0521;-13184,0968;3469,3633;3469,3633;default broker;5131,8229;0,0000;0,0000;1350,4268;1350,4268;-0,0000;Mertacor22;-50114,6010;0,0000;0,0000;-13187,5365;-13187,5365;-0,0000;IS3;31798,6813;0,0000;0,0000;8367,7463;8367,7463;-0,0000
1522;0,1304;-0,0372;48214,7181;-531,9859;-531,9859;default broker;5782,9146;0,0000;0,0000;63,8068;-63,8068;-0,0000;Mertacor22;313,3944;0,0000;0,0000;3,4579;-3,4579;-0,0000;IS3;42118,4092;0,0000;0,0000;464,7211;-464,7211;-0,0000
1523;0,1180;-0,0358;45786,9649;-455,8111;-455,8111;default broker;6835,2476;0,0000;0,0000;68,0452;-68,0452;-0,0000;Mertacor22;-4980,7745;0,0000;0,0000;-49,5838;49,5838;-0,0000;IS3;43932,4917;0,0000;0,0000;437,3497;-437,3497;-0,0000
1524;0,1466;-0,0537;37427,4792;607,3185;607,3185;default broker;6639,2449;0,0000;0,0000;-107,7320;107,7320;-0,0000;Mertacor22;-1154,1698;0,0000;0,0000;18,7282;-18,7282;-0,0000;IS3;31942,4041;0,0000;0,0000;-518,3147;518,3147;-0,0000
1525;0,1354;-0,0525;22000,2901;671,0025;671,0025;default broker;7494,9221;0,0000;0,0000;-228,5929;228,5929;-0,0000;Mertacor22;-9473,8547;0,0000;0,0000;288,9498;-288,9498;-0,0000;IS3;23979,2228;0,0000;0,0000;-731,3593;731,3593;-0,0000
1526;0,1161;-0,0507;32007,2482;598,8667;598,8667;default broker;9534,9490;0,0000;0,0000;-178,4022;178,4022;-0,0000;Mertacor22;-5547,1345;0,0000;0,0000;103,7888;-103,7888;-0,0000;IS3;28019,4338;0,0000;0,0000;-524,2533;524,2533;-0,0000
1527;0,1288;-0,0521;14274,6890;539,7066;539,7066;default broker;10639,1284;0,0000;0,0000;-402,2510;402,2510;-0,0000;Mertacor22;-11041,4086;0,0000;0,0000;417,4607;-417,4607;-0,0000;IS3;14676,9693;0,0000;0,0000;-554,9163;554,9163;-0,0000
1528;0,1226;-0,0540;17475,5064;637,7773;637,7773;default broker;11951,5795;0,0000;0,0000;-436,1788;436,1788;-0,0000;Mertacor22;-4278,6401;0,0000;0,0000;156,1511;-156,1511;-0,0000;IS3;9802,5670;0,0000;0,0000;-357,7495;357,7495;-0,0000
1529;0,2080;-0,0479;-31303,7228;7491,2693;7491,2693;default broker;13034,6092;0,0000;0,0000;3119,3021;3119,3021;-0,0000;Mertacor22;-47051,2123;0,0000;0,0000;-11259,7886;-11259,7886;-0,0000;IS3;2712,8803;0,0000;0,0000;649,2173;649,2173;-0,0000
1530;0,1284;-0,0541;677,7890;36,2320;36,2320;default broker;14730,2738;0,0000;0,0000;-787,4246;787,4246;-0,0000;Mertacor22;-14264,2916;0,0000;0,0000;762,5149;-762,5149;-0,0000;IS3;211,8068;0,0000;0,0000;-11,3224;11,3224;-0,0000
1531;0,1324;-0,0539;4930,8958;241,4872;241,4872;default broker;15665,4108;0,0000;0,0000;-767,2026;767,2026;-0,0000;Mertacor22;-12278,0001;0,0000;0,0000;601,3065;-601,3065;-0,0000;IS3;1543,4850;0,0000;0,0000;-75,5911;75,5911;-0,0000
1532;0,1719;-0,0564;-2340,6403;407,8368;407,8368;default broker;16013,2056;0,0000;0,0000;2790,1656;2790,1656;-0,0000;Mertacor22;-18705,0872;0,0000;0,0000;-3259,2032;-3259,2032;-0,0000;IS3;351,2414;0,0000;0,0000;61,2008;61,2008;-0,0000
1533;0,1336;-0,0539;14871,7949;579,9010;579,9010;default broker;16249,3734;0,0000;0,0000;-633,6174;633,6174;-0,0000;Mertacor22;-4497,2248;0,0000;0,0000;175,3618;-175,3618;-0,0000;IS3;3119,6464;0,0000;0,0000;-121,6454;121,6454;-0,0000
1534;0,1387;-0,0539;18425,8730;653,6435;653,6435;default broker;15679,9591;0,0000;0,0000;-556,2344;556,2344;-0,0000;Mertacor22;-28,9097;0,0000;0,0000;1,0256;-1,0256;-0,0000;IS3;2774,8236;0,0000;0,0000;-98,4347;98,4347;-0,0000
1535;0,1312;-0,0509;21571,2798;632,3843;632,3843;default broker;15010,5569;0,0000;0,0000;-440,0500;440,0500;-0,0000;Mertacor22;4751,1701;0,0000;0,0000;-139,2855;139,2855;-0,0000;IS3;1809,5527;0,0000;0,0000;-53,0489;53,0489;-0,0000
1536;0,1246;-0,0509;14390,6817;525,1375;525,1375;default broker;13777,0421;0,0000;0,0000;-502,7448;502,7448;-0,0000;Mertacor22;2128,3565;0,0000;0,0000;-77,6669;77,6669;-0,0000;IS3;-1514,7168;0,0000;0,0000;55,2743;-55,2743;-0,0000
1537;0,1553;-0,0521;9490,8946;404,2403;404,2403;default broker;12716,4640;0,0000;0,0000;-541,6252;541,6252;-0,0000;Mertacor22;-1072,2522;0,0000;0,0000;45,6698;-45,6698;-0,0000;IS3;-2153,3173;0,0000;0,0000;91,7150;-91,7150;-0,0000
1538;0,1115;-0,0477;15088,3651;491,8595;491,8595;default broker;11642,7092;0,0000;0,0000;-379,5360;379,5360;-0,0000;Mertacor22;3445,6559;0,0000;0,0000;-112,3236;112,3236;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1539;0,1102;-0,0476;11632,8437;418,0612;418,0612;default broker;10762,1335;0,0000;0,0000;-386,7696;386,7696;-0,0000;Mertacor22;870,7102;0,0000;0,0000;-31,2916;31,2916;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1540;0,1211;-0,0508;11148,7054;442,4832;442,4832;default broker;9966,3823;0,0000;0,0000;-395,5577;395,5577;-0,0000;Mertacor22;-3894,7168;0,0000;0,0000;154,5782;-154,5782;-0,0000;IS3;5077,0400;0,0000;0,0000;-201,5037;201,5037;-0,0000
1541;0,1282;-0,0538;3184,4099;161,2942;161,2942;default broker;8834,0508;0,0000;0,0000;-447,4552;447,4552;-0,0000;Mertacor22;-5649,6409;0,0000;0,0000;286,1611;-286,1611;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1542;0,1268;-0,0508;7351,0346;319,1539;319,1539;default broker;7021,3126;0,0000;0,0000;-304,8386;304,8386;-0,0000;Mertacor22;-1384,6161;0,0000;0,0000;60,1147;-60,1147;-0,0000;IS3;1714,3382;0,0000;0,0000;-74,4300;74,4300;-0,0000
1543;0,1237;-0,0509;-3195,6245;405,3728;405,3728;default broker;4912,1276;0,0000;0,0000;623,1154;623,1154;-0,0000;Mertacor22;-18237,2264;0,0000;0,0000;-2313,4369;-2313,4369;-0,0000;IS3;10129,4743;0,0000;0,0000;1284,9487;1284,9487;-0,0000
1544;0,1453;-0,0539;14260,8409;565,4502;565,4502;default broker;3983,8193;0,0000;0,0000;-157,9606;157,9606;-0,0000;Mertacor22;-14485,0965;0,0000;0,0000;574,3420;-574,3420;-0,0000;IS3;24762,1181;0,0000;0,0000;-981,8315;981,8315;-0,0000
1545;0,1264;-0,0365;1814,2299;62,9425;62,9425;default broker;2640,2343;0,0000;0,0000;-91,5997;91,5997;-0,0000;Mertacor22;-13009,3441;0,0000;0,0000;451,3433;-451,3433;-0,0000;IS3;12183,3397;0,0000;0,0000;-422,6861;422,6861;-0,0000
1546;0,1144;-0,0354;16517,2445;312,4849;312,4849;default broker;2832,3106;0,0000;0,0000;-53,5837;53,5837;-0,0000;Mertacor22;-4075,0693;0,0000;0,0000;77,0951;-77,0951;-0,0000;IS3;17760,0032;0,0000;0,0000;-335,9963;335,9963;-0,0000
1547;0,1202;-0,0365;26630,5824;262,1290;262,1290;default broker;4037,4353;0,0000;0,0000;-39,7411;39,7411;-0,0000;Mertacor22;-2951,9647;0,0000;0,0000;29,0566;-29,0566;-0,0000;IS3;25545,1118;0,0000;0,0000;-251,4445;251,4445;-0,0000
1548;0,1500;-0,0369;4211,8752;137,5924;137,5924;default broker;4219,9900;0,0000;0,0000;-137,8575;137,8575;-0,0000;Mertacor22;-8847,3509;0,0000;0,0000;289,0228;-289,0228;-0,0000;IS3;8839,2361;0,0000;0,0000;-288,7578;288,7578;-0,0000
1549;0,1257;-0,0368;10541,9761;277,0524;277,0524;default broker;5348,8402;0,0000;0,0000;-140,5722;140,5722;-0,0000;Mertacor22;-3102,2484;0,0000;0,0000;81,5298;-81,5298;-0,0000;IS3;8295,3842;0,0000;0,0000;-218,0100;218,0100;-0,0000
1550;0,1528;-0,0546;454,0433;24,5770;24,5770;default broker;7812,9750;0,0000;0,0000;-422,9108;422,9108;-0,0000;Mertacor22;-16977,6502;0,0000;0,0000;918,9882;-918,9882;-0,0000;IS3;9618,7186;0,0000;0,0000;-520,6544;520,6544;-0,0000
1551;0,1497;-0,0521;-1620,8091;245,2605;245,2605;default broker;9352,5370;0,0000;0,0000;1415,2242;1415,2242;-0,0000;Mertacor22;-21031,7582;0,0000;0,0000;-3182,5219;-3182,5219;-0,0000;IS3;10058,4121;0,0000;0,0000;1522,0371;1522,0371;-0,0000
1552;0,1254;-0,0389;11683,9273;318,1765;318,1765;default broker;10755,4094;0,0000;0,0000;-292,8911;292,8911;-0,0000;Mertacor22;-4967,7364;0,0000;0,0000;135,2813;-135,2813;-0,0000;IS3;5896,2544;0,0000;0,0000;-160,5667;160,5667;-0,0000
1553;0,1138;-0,0477;-98,7704;11,2496;11,2496;default broker;12674,3870;0,0000;0,0000;1443,5632;1443,5632;-0,0000;Mertacor22;-17785,1801;0,0000;0,0000;-2025,6626;-2025,6626;-0,0000;IS3;5012,0227;0,0000;0,0000;570,8498;570,8498;-0,0000
1554;0,1421;-0,0382;5456,1779;178,8721;178,8721;default broker;14597,8807;0,0000;0,0000;-478,5684;478,5684;-0,0000;Mertacor22;-12484,4888;0,0000;0,0000;409,2842;-409,2842;-0,0000;IS3;3342,7859;0,0000;0,0000;-109,5879;109,5879;-0,0000
1555;0,1145;-0,0388;10027,1566;288,9981;288,9981;default broker;15894,2673;0,0000;0,0000;-458,0972;458,0972;-0,0000;Mertacor22;-7593,7530;0,0000;0,0000;218,8636;-218,8636;-0,0000;IS3;1726,6423;0,0000;0,0000;-49,7645;49,7645;-0,0000
1556;0,1156;-0,0430;7652,4916;270,7778;270,7778;default broker;16677,7622;0,0000;0,0000;-590,1304;590,1304;-0,0000;Mertacor22;-10653,8051;0,0000;0,0000;376,9771;-376,9771;-0,0000;IS3;1628,5345;0,0000;0,0000;-57,6245;57,6245;-0,0000
1557;0,1173;-0,0355;16008,3537;311,7976;311,7976;default broker;16638,8098;0,0000;0,0000;-324,0771;324,0771;-0,0000;Mertacor22;-3012,8407;0,0000;0,0000;58,6816;-58,6816;-0,0000;IS3;2382,3845;0,0000;0,0000;-46,4021;46,4021;-0,0000
1558;0,0992;-0,0376;21931,8711;343,6919;343,6919;default broker;16566,0947;0,0000;0,0000;-259,6054;259,6054;-0,0000;Mertacor22;3732,0868;0,0000;0,0000;-58,4851;58,4851;-0,0000;IS3;1633,6895;0,0000;0,0000;-25,6014;25,6014;-0,0000
1559;0,1056;-0,0363;20539,0275;323,1550;323,1550;default broker;16089,0765;0,0000;0,0000;-253,1408;253,1408;-0,0000;Mertacor22;2820,2182;0,0000;0,0000;-44,3725;44,3725;-0,0000;IS3;1629,7327;0,0000;0,0000;-25,6417;25,6417;-0,0000
1560;0,0957;-0,0362;23020,6655;303,9911;303,9911;default broker;14984,6516;0,0000;0,0000;-197,8744;197,8744;-0,0000;Mertacor22;5560,6367;0,0000;0,0000;-73,4290;73,4290;-0,0000;IS3;2475,3773;0,0000;0,0000;-32,6877;32,6877;-0,0000
1561;0,0911;-0,0402;15098,2403;378,3646;378,3646;default broker;13927,6930;0,0000;0,0000;-349,0305;349,0305;-0,0000;Mertacor22;-1287,4818;0,0000;0,0000;32,2645;-32,2645;-0,0000;IS3;2458,0291;0,0000;0,0000;-61,5986;61,5986;-0,0000
1562;0,0891;-0,0395;14338,1444;361,4694;361,4694;default broker;12661,1993;0,0000;0,0000;-319,1931;319,1931;-0,0000;Mertacor22;3656,6456;0,0000;0,0000;-92,1853;92,1853;-0,0000;IS3;-1979,7005;0,0000;0,0000;49,9089;-49,9089;-0,0000
1563;0,1025;-0,0370;11173,1541;288,1678;288,1678;default broker;11656,5724;0,0000;0,0000;-300,6357;300,6357;-0,0000;Mertacor22;-483,4183;0,0000;0,0000;12,4679;-12,4679;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1564;0,0926;-0,0357;10615,5598;266,1674;266,1674;default broker;10501,6926;0,0000;0,0000;-263,3124;263,3124;-0,0000;Mertacor22;113,8672;0,0000;0,0000;-2,8550;2,8550;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1565;0,1061;-0,0352;6301,7885;182,0291;182,0291;default broker;9323,8854;0,0000;0,0000;-269,3234;269,3234;-0,0000;Mertacor22;-3022,0969;0,0000;0,0000;87,2942;-87,2942;-0,0000;IS3;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
1566;0,1002;-0,0369;1953,0181;68,3265;68,3265;default broker;7072,4906;0,0000;0,0000;-247,4317;247,4317;-0,0000;Mertacor22;-4182,5158;0,0000;0,0000;146,3257;-146,3257;-0,0000;IS3;-936,9567;0,0000;0,0000;32,7795;-32,7795;-0,0000
1567;0,1054;-0,0404;-7038,0774;791,3382;791,3382;default broker;4681,2554;0,0000;0,0000;526,3449;526,3449;-0,0000;Mertacor22;-15607,5742;0,0000;0,0000;-1754,8641;-1754,8641;-0,0000;IS3;3888,2413;0,0000;0,0000;437,1810;437,1810;-0,0000
